image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=3.0mm 
angle: 1.35119046321
sx,sy: 18.2678453714, 18.0061852178
MSE: 0.0012233115766
-5.474324426992793491e+01 -1.085367171798000463e+00
1.432791083323603498e+00 -5.407496454917231432e+01
5.470846758260847764e+01 1.141959171582254129e+00
-1.481666002945126071e+00 5.400363125661644403e+01
-5.474395140850668184e+01 -1.076265605820884375e+00
1.455981496367910744e+00 -5.406873123277757998e+01
5.472388418894180262e+01 1.143542233474288405e+00
-1.469412771083816960e+00 5.401083400228525022e+01
-5.475887739051981384e+01 -1.075248683240444425e+00
1.451808569398188808e+00 -5.407304763269588221e+01
5.473066682234097868e+01 1.143986959733347630e+00
-1.465072296106159078e+00 5.401225969795806492e+01
-5.475833251612518637e+01 -1.075737718979668189e+00
1.454568940655914799e+00 -5.407344903565527261e+01
5.472592133179910689e+01 1.140619648417853016e+00
-1.460677644154058541e+00 5.401435774582846960e+01
-5.475800629165770061e+01 -1.075700448911021567e+00
1.445529396363509189e+00 -5.407572700219861872e+01
5.473399186722365783e+01 1.142741247026311635e+00
-1.457818998218723516e+00 5.401554047884518184e+01
-5.476271990573467718e+01 -1.075072266976938362e+00
1.451715578135871265e+00 -5.407428482455804186e+01
5.473423852295816516e+01 1.137020246654431244e+00
-1.455443215272915092e+00 5.401507565343885631e+01
-5.476630147339240295e+01 -1.074135389794338868e+00
1.461673037485412108e+00 -5.407678496187087802e+01
5.473839267722738811e+01 1.144563240691987671e+00
-1.462197280237198083e+00 5.401610740629988783e+01
-5.478078213262272556e+01 -1.074801669719343211e+00
1.462696961122598616e+00 -5.407671968343794333e+01
5.474282882921710325e+01 1.141162577608378692e+00
-1.455003390188264856e+00 5.401615174305860023e+01
-5.477459407098114497e+01 -1.073990464263406164e+00
1.451752428153716634e+00 -5.407592098193489960e+01
5.474817191509909264e+01 1.141551056482037918e+00
-1.459760935233339385e+00 5.401573383211936630e+01
-5.477097899317973884e+01 -1.073908451595110947e+00
1.458665219605435270e+00 -5.407681710386516016e+01
5.474851946520840329e+01 1.139980140255159258e+00
-1.450076635998771124e+00 5.401764541587033364e+01

image name: img_2.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.0mm 
angle: 1.32060518144
sx,sy: 18.4915416279, 18.0156118117
MSE: 0.000665718529232
-3.702209919848255737e+01 -9.293296453080447383e-01
7.392122216676049185e-01 -3.604872222750781674e+01
3.693752233251787942e+01 9.383456937748192450e-01
-7.522400741561795501e-01 3.600965650198358503e+01
-3.697893096830194537e+01 -9.214850471234152796e-01
7.652122897205975161e-01 -3.604211188185706050e+01
3.692475641634190708e+01 9.377599248947012800e-01
-7.428652644631554836e-01 3.601167701324951764e+01
-3.696383611631497246e+01 -9.187717774329905440e-01
7.695341325384159603e-01 -3.604202095991128374e+01
3.694553785093546594e+01 9.385992929773437909e-01
-7.451954778450271544e-01 3.601351186337112154e+01
-3.698983556339182144e+01 -9.180398595946386298e-01
7.659121907139366803e-01 -3.604510287618663256e+01
3.694146721501403619e+01 9.401848143474722530e-01
-7.445732580594304206e-01 3.601335346434382245e+01
-3.698909837388411148e+01 -9.183817961176221623e-01
7.588060164016725562e-01 -3.604348777770529466e+01
3.691814338836107368e+01 9.375422683121448220e-01
-7.418713518965278642e-01 3.601684438743823335e+01
-3.697724665318634862e+01 -9.162269073010466114e-01
7.701703280703370291e-01 -3.604490144689842168e+01
3.694814784661441109e+01 9.377702625287649418e-01
-7.432770043686126593e-01 3.601774920280230674e+01
-3.699983779923120863e+01 -9.176162205068685296e-01
7.722835813455996012e-01 -3.604450035066540181e+01
3.694773408084233779e+01 9.382979747574471396e-01
-7.383166177794027174e-01 3.601809294480847967e+01
-3.699147077861699273e+01 -9.178476669516885122e-01
7.706357454178738298e-01 -3.604635356886080899e+01
3.692894882469757789e+01 9.390315590375437615e-01
-7.310481140073367134e-01 3.601601064433215527e+01
-3.697490032819925432e+01 -9.155683194992505491e-01
7.755509347231394068e-01 -3.604344416156156683e+01
3.695593910109344193e+01 9.355429107589300353e-01
-7.379098901768055274e-01 3.601716530004031824e+01
-3.700691615875960139e+01 -9.167526499354529124e-01
7.751836066046883245e-01 -3.604142316796996681e+01
3.696432445177643444e+01 9.379054654427433357e-01
-7.442248962511586186e-01 3.601544197823955074e+01

image name: img_3.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=1.0mm 
angle: 1.20217503502
sx,sy: 18.5756833148, 17.9095935065
MSE: 0.000320070521642
-1.852952351978554901e+01 -1.469779837196998340e-01
5.941555159798483920e-01 -1.801501191888842612e+01
1.845254450201749208e+01 1.417155631138126426e-01
-6.490044747980538986e-01 1.800210408138352847e+01
-1.845342653844542724e+01 -1.414043218168840044e-01
6.093850670048729379e-01 -1.801009208827177233e+01
1.845692494108389070e+01 1.439075122299131870e-01
-6.410176797466573539e-01 1.800404542635328298e+01
-1.845688514991620366e+01 -1.417999543371438187e-01
6.033844171277197299e-01 -1.800810600819121987e+01
1.846053424983113089e+01 1.429318989750170132e-01
-6.372432027587328074e-01 1.800644084222479080e+01
-1.846296022534350811e+01 -1.423458535619282483e-01
6.028259743381859659e-01 -1.800982785725514290e+01
1.848290493262180334e+01 1.446195661421913747e-01
-6.395897820652393095e-01 1.800437697962116346e+01
-1.847101462266220651e+01 -1.423390025201841658e-01
6.078857582822640993e-01 -1.800910486756285778e+01
1.845998313413402059e+01 1.422528662416241430e-01
-6.405852713607188553e-01 1.800639701195280651e+01
-1.845427198030957072e+01 -1.413740977887511796e-01
6.042117828250247458e-01 -1.800951555670016546e+01
1.846116202699590758e+01 1.413689390922765188e-01
-6.385543263089796806e-01 1.800686963220968906e+01
-1.845859227171417061e+01 -1.415400271218322237e-01
6.046203570578052577e-01 -1.801062435080309854e+01
1.848046236797484099e+01 1.431946498792495970e-01
