image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=-1.0mm 
angle: 1.25195333416
sx,sy: 18.4540539344, 17.8656844236
MSE: 0.000630640972466
1.822446387508877308e+01 1.288912989937011089e-01
-6.474776338995673619e-01 1.801204204211741811e+01
-1.832334257224130880e+01 -1.426695926854536778e-01
6.607200715459098372e-01 -1.801630002434451328e+01
1.826003049450821436e+01 1.338541469870374034e-01
-6.335991952203167132e-01 1.801274025662231892e+01
-1.831403880338701384e+01 -1.422914585906911167e-01
6.628929459128030111e-01 -1.801589511112927156e+01
1.826380465079030557e+01 1.345473342938296735e-01
-6.297008417543025205e-01 1.801426348801548727e+01
-1.832184540331309464e+01 -1.412866137677220024e-01
6.648466412369042899e-01 -1.801650859872394506e+01
1.826037039441424170e+01 1.353019375385011713e-01
-6.346755770819706433e-01 1.801388703748512654e+01
-1.833217992395589491e+01 -1.411655082107411141e-01
6.650795105684725872e-01 -1.801796058563255443e+01
1.827030838500321508e+01 1.356669686708780742e-01
-6.443640247687633105e-01 1.801449404615858896e+01
-1.832478139891404822e+01 -1.403518529415355987e-01
6.695005810552385750e-01 -1.801556979552098881e+01
1.827462330152535586e+01 1.349860072240089970e-01
-6.415489687838530353e-01 1.801350768253934120e+01
-1.832440398200546028e+01 -1.422005439737449861e-01
6.590013983125959651e-01 -1.801867649968902185e+01
1.827497827211400505e+01 1.359141046695102328e-01
-6.498001899121156333e-01 1.801673684643752438e+01
-1.833792985274938658e+01 -1.420080039972372588e-01
6.676898646977299512e-01 -1.801767353063603139e+01
1.827327807783314739e+01 1.350354949885199385e-01
-6.570023196504423124e-01 1.801672335295573646e+01
-1.832458902003255474e+01 -1.410367813316634189e-01
6.716986963553143175e-01 -1.801713993121589397e+01
1.827162655515422074e+01 1.356206398030792570e-01
-6.440543470033902596e-01 1.801435085783215939e+01
-1.832748400207446693e+01 -1.407895086909911053e-01
6.772753650255231017e-01 -1.801726400979187659e+01
1.827851923569595272e+01 1.361763451737139918e-01
-6.508557701198660617e-01 1.801510897776492470e+01
-1.832504845800136906e+01 -1.393192170137775576e-01
6.800794979275016638e-01 -1.801687646165495238e+01


image name: img_2.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=-2.0mm 
angle: 1.33152543762
sx,sy: 18.3086165467, 18.0290484506
MSE: 0.00511675724205
3.642006769569920266e+01 9.299811500560895006e-01
-7.144562170294160852e-01 3.604820707014641812e+01
-3.665742367133390189e+01 -9.158379214875985719e-01
8.037728318665742222e-01 -3.606635923953095357e+01
3.651867996305060160e+01 9.318725434183312561e-01
-7.085253057053347847e-01 3.605067426976065548e+01
-3.664342860948693215e+01 -9.160125984004156008e-01
8.159014933780592838e-01 -3.606893603446272323e+01
3.653558151022598821e+01 9.351297219230902957e-01
-6.982921838023996575e-01 3.605360229377726000e+01
-3.666984554870344226e+01 -9.160730300684792882e-01
8.076960348341297724e-01 -3.606611326599684020e+01
3.651352587530401195e+01 9.341769471171975647e-01
-7.090963861771196752e-01 3.605172606495584375e+01
-3.666154784996106031e+01 -9.144392915504853114e-01
8.281220774986315369e-01 -3.606850519331243987e+01
3.652501544371747144e+01 9.348498874410022808e-01
-7.034010879872871769e-01 3.605257955848648521e+01
-3.667855327892544892e+01 -9.143885739819097580e-01
8.162361498939678661e-01 -3.606996009584200635e+01
3.652647941387323982e+01 9.354605643337700061e-01
-7.084311103841053336e-01 3.605140534058228496e+01
-3.668763386555986727e+01 -9.142515955215191337e-01
8.234382656461580741e-01 -3.606906734609697196e+01
3.652911657263903322e+01 9.363708160834144367e-01
-7.049461028419212738e-01 3.605164569831584487e+01
-3.668309032465785435e+01 -9.146757229482154194e-01
8.233267343407437711e-01 -3.606987685685931666e+01
3.653451841513538767e+01 9.353735368713522735e-01
-7.047909191055981015e-01 3.605141253858430161e+01
-3.668564135131118320e+01 -9.167958759164085425e-01
8.344810591754364681e-01 -3.606909479929041851e+01
3.653356015394634682e+01 9.373466869546516200e-01
-7.093480068631876634e-01 3.605175229986583219e+01
-3.667786116288209541e+01 -9.170090902677671130e-01
8.312492099185107008e-01 -3.606923444203349760e+01
3.654075349849681231e+01 9.365075951633579088e-01
-7.014134330408279272e-01 3.605213855350865515e+01
-3.668798198782854314e+01 -9.156417483430892013e-01
8.266102755004132163e-01 -3.607151871549348954e+01

image name: img_3.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=-3.0mm 
angle: 1.36432620375
sx,sy: 18.3338935768, 17.9980395811
MSE: 0.0143051089238
5.471439382025590703e+01 1.066953288290568569e+00
-1.426341818449763821e+00 5.400748211338687099e+01
-5.505667809885111552e+01 -1.054324490455775365e+00
1.629856042987416043e+00 -5.405378344829382797e+01
5.480607221537102447e+01 1.074143235144621622e+00
-1.420873220663991354e+00 5.401747797601532852e+01
-5.505109718064667845e+01 -1.056847038454415078e+00
1.631954506247385250e+00 -5.405028779786680815e+01
5.480159307114799816e+01 1.075171012074565002e+00
-1.423231972242305909e+00 5.401755131031228530e+01
-5.504644570423916861e+01 -1.055790741719094816e+00
1.634290106679642030e+00 -5.405188567565885194e+01
5.480457456256330318e+01 1.073405000234639806e+00
-1.425833322572945816e+00 5.402047949273415384e+01
-5.506512447819005018e+01 -1.053812218869347728e+00
1.638184789005629582e+00 -5.405233352118905543e+01
5.481349510855532969e+01 1.075887031236451685e+00
-1.419051598119460689e+00 5.402000211070856039e+01
-5.507875684713900455e+01 -1.055507399886448372e+00
1.638020749003233245e+00 -5.405497558564177041e+01
5.480748037104466164e+01 1.074804802175776341e+00
-1.425082361927402896e+00 5.401812713376749286e+01
