image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=-3.0mm 
angle: 1.34034154649
sx,sy: 18.2341387007, 18.0231649583
MSE: 0.00286245206953
-4.555631135379793761e+01 -9.885542529485068508e-01
1.167378065624361083e+00 -4.508785434635309031e+01
4.558091016284512875e+01 1.036459673952478067e+00
-1.048124371606760752e+00 4.501184025390117682e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=-3.0mm 
angle: 1.35401103605
sx,sy: 18.2849931282, 18.0062603116
MSE: 0.00176494446739
-5.483894373280548962e+01 -1.078071132758243955e+00
1.489230016943041024e+00 -5.407207963297136644e+01
5.475742002669672104e+01 1.130976419518925136e+00
-1.447042149531930333e+00 5.401827762968671465e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=3.0mm 
angle: 1.3522334814
sx,sy: 18.276573704, 18.0073376081
MSE: 0.00162806621306
-5.482267813887975905e+01 -1.081943774148140802e+00
1.466604552393923955e+00 -5.407755268499954582e+01
5.472744367721199410e+01 1.137056077273613575e+00
-1.449327247619224046e+00 5.401426903261912571e+01
-5.480223428492426052e+01 -1.077896432206550070e+00
1.480938735698337450e+00 -5.407686811776289204e+01
5.474362540018331202e+01 1.139488658958196732e+00
-1.442420646926075856e+00 5.401712494584337776e+01
-5.481226256332680435e+01 -1.076004175299182686e+00
1.475512753697805213e+00 -5.407934313573499452e+01
5.474490780896206843e+01 1.137922359695463959e+00
-1.441642277961474150e+00 5.402058248580878796e+01
-5.480238374512428123e+01 -1.077531054577604008e+00
1.467270679344336415e+00 -5.407536795965651066e+01
5.473680794802241678e+01 1.138022141984560864e+00
-1.448202644896523283e+00 5.401876927931453309e+01
-5.479517395088646481e+01 -1.074323405132138642e+00
1.483481266156714717e+00 -5.407663558727623609e+01
5.473749000395268638e+01 1.137341780882965336e+00
-1.452293305906253718e+00 5.401595081253108788e+01
-5.479404228179956959e+01 -1.074357068133412474e+00
1.475442427392621214e+00 -5.407423699598266609e+01
5.474372925251783073e+01 1.135924594081083594e+00
-1.444375220392841275e+00 5.401982862130422092e+01
-5.481628577639762057e+01 -1.077862480198082284e+00
1.490247449630563104e+00 -5.407685968043082880e+01
5.474698088900207438e+01 1.136884757723821471e+00
-1.437849099194428604e+00 5.401808879557471244e+01
-5.481893475687433437e+01 -1.074800030205270929e+00
1.486391609717080620e+00 -5.407745995821625939e+01
5.473828984069839265e+01 1.135938145462722648e+00
-1.443277963219689486e+00 5.402173586990041088e+01
-5.479636313216706611e+01 -1.076205598210806524e+00
1.480675580042767336e+00 -5.407810580733680439e+01
5.474298973516575018e+01 1.134846692092928766e+00
-1.447487017471655202e+00 5.402276611193988742e+01
-5.480397634056758704e+01 -1.073817026158475407e+00
1.486197991322559808e+00 -5.407844872700285777e+01
5.474113566893708338e+01 1.136230229710972761e+00
-1.441230314283238556e+00 5.402066975089085332e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.36860731684
sx,sy: 18.4476899177, 18.0949370238
MSE: 0.000910192485797
-4.982733437722096426e+01 -1.036489806676578862e+00
1.301559336657949428e+00 -4.888694258134232484e+01
4.976314584653444228e+01 1.073790565410928100e+00
-1.310536450617376003e+00 4.883097375580344135e+01
-4.976587268396543351e+01 -1.026970802063141175e+00
1.308770219910319499e+00 -4.888077716575703136e+01
4.979027141210251273e+01 1.077944791457820406e+00
-1.313495878888064183e+00 4.883197819456640332e+01
-4.975327492153017062e+01 -1.024523486003195094e+00
1.307659014810507614e+00 -4.888080233271482911e+01
4.978236683307314792e+01 1.078205275140143415e+00
-1.302183732926490034e+00 4.883338836664596982e+01
-4.975890912157574064e+01 -1.023865984747893920e+00
1.296863226798817603e+00 -4.888305320502806950e+01
4.978228851912258079e+01 1.079580651343289510e+00
-1.310890251433821430e+00 4.883428210402476566e+01
-4.975612033101391773e+01 -1.021925551294484036e+00
1.287231828235538167e+00 -4.888451676248588740e+01
4.978916927512457846e+01 1.079084953143516046e+00
-1.303533885388762581e+00 4.883606201055907547e+01
-4.975643060910795157e+01 -1.023448758664276426e+00
1.303161308425621501e+00 -4.888477981427021746e+01
4.979092831885635206e+01 1.080078270097625248e+00
-1.309733642954325150e+00 4.883500827049565629e+01
-4.975414524789869830e+01 -1.023660389593558984e+00
1.303020565656026530e+00 -4.888395485525268214e+01
4.979974777952899245e+01 1.082156209086853282e+00
-1.294730777578391390e+00 4.883472362539411193e+01
-4.976814143952353220e+01 -1.024864166333619986e+00
1.310740253122174570e+00 -4.888410145436915855e+01
4.979519534533637426e+01 1.081201449661531866e+00
-1.312665211303502222e+00 4.883034358093146210e+01
-4.976103716622975526e+01 -1.022758050317330136e+00
1.312094886927839932e+00 -4.888727745840328964e+01
4.979698334892502487e+01 1.080553606819422585e+00
-1.288374955767517260e+00 4.883620495117393290e+01
-4.976430263855448999e+01 -1.025268491767013401e+00
1.311704627579674209e+00 -4.888658953999848933e+01
4.979855375746434731e+01 1.078695174254696409e+00
-1.297178395712658361e+00 4.883894537364577104e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.33107309918
sx,sy: 18.2213483052, 18.01563474
MSE: 0.00129682522634
-4.555128165978276655e+01 -9.915229104653360270e-01
1.067947526472272424e+00 -4.506728747694870663e+01
4.552397150616376820e+01 1.028076807063188491e+00
-1.121291043817217448e+00 4.499348341797654172e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.33478057123
sx,sy: 18.2191726864, 18.0149682281
MSE: 0.00106556861248
-4.553971438867150567e+01 -9.881989810986416822e-01
1.076554500822948457e+00 -4.506130124316235452e+01
4.552362338926374008e+01 1.032192838551980740e+00
-1.123282205863411765e+00 4.499690643960414604e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.33582598027
sx,sy: 18.2203720929, 18.0166125339
MSE: 0.000908129505151
-4.553686630837201221e+01 -9.916671276283429703e-01
1.084303874981130456e+00 -4.506762129486357082e+01
4.553178277039178568e+01 1.027100125399529107e+00
-1.120792817884392445e+00 4.499941386568607271e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.33402363989
sx,sy: 18.2192490206, 18.0171966392
MSE: 0.0010153288649
-4.553148131325755799e+01 -9.877778216402608447e-01
1.077478000520785129e+00 -4.506771288434092071e+01
4.553143320972993990e+01 1.027519561130402215e+00
-1.125328298811147043e+00 4.500249347234495190e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.37219346184
sx,sy: 18.2708535021, 18.0142203939
MSE: 0.0139433341527
-4.556357341499975888e+01 -9.902501205149543129e-01
1.108021897990283611e+00 -4.507117075194972244e+01
4.555137334582550324e+01 1.030461621321492771e+00
-1.129649435790367251e+00 4.500324792871326451e+01
-4.551832346653661432e+01 -9.828021322790746472e-01
-1.250539175129218972e+00 4.507286064806233838e+01
4.547989002792662916e+01 9.812625136817075822e-01
1.249117187268723672e+00 -4.505947696299574545e+01
4.575713198438231188e+01 1.001480612009590487e+00
-1.286909552883379604e+00 4.502966969844538170e+01
-4.585392463260720319e+01 -9.712195860537615744e-01
1.242218168707535542e+00 -4.506085586620858408e+01
4.579994249869105971e+01 1.002843485827960013e+00
9.985657005365737859e-01 -4.497489311991481742e+01
-4.569295797308424767e+01 -1.033882241912104538e+00
-1.119154026901003851e+00 4.500407600893116467e+01

image name: img_1.jpg
Res=1600x1200, Exposure=6, Z=-10.0 mm, chips=12, dx=2.7mm 
angle: 1.37214016257
sx,sy: 18.2753251453, 18.0150674702
MSE: 0.0163658794047
-4.554791432384569561e+01 -9.894113890603279948e-01
1.072443648015215523e+00 -4.506562327180859029e+01
4.554283737238824870e+01 1.032135380306807848e+00
-1.114135406780493609e+00 4.500220490067891888e+01
-4.552768330770775407e+01 -9.844705537013127561e-01
-1.271707369696087442e+00 4.507644652438296617e+01
4.550008649591035947e+01 9.820745626470341882e-01
