image name: img_1.jpg
1600x1200 Resolution, Exposure = 6, Z = -10.0 mm, chips = 1 
angle: 15.8394587351
sx,sy: 16.1030179658, 14.3038083692
MSE: 351.969323598
-4.504457857069994020e+01 2.420876676436711783e-01
4.259766168553100840e+01 -3.975015946284302970e+01
4.695214614030462741e+01 2.216704738796767415e+01
1.005161754250547901e+01 4.226634585968004387e+01
-4.600514551743987823e+01 -1.279040222821802297e-01
4.166514127231761222e+01 -3.975359106308150814e+01
4.695044082703479660e+01 2.207920434303325763e+01
1.018877339074845700e+01 4.227114163484855425e+01
-4.600772516407448620e+01 -7.946041820624560881e-02
3.238803962094219457e+01 -4.079855812574115248e+01
4.695060317570055020e+01 2.263039200908466597e+01
1.026770367066755618e+01 4.227577259733168091e+01
-4.601915253005208939e+01 2.521009799095246251e-01
3.302710973874408751e+01 -4.079498197506069346e+01
4.695037242844317404e+01 2.287601292518657559e+01
1.010755556116447629e+01 4.226763940259509411e+01
-4.601364686074602162e+01 1.653832023707657584e-01
4.163365677970071488e+01 -3.975242252055898007e+01
4.694859995903932770e+01 2.345420530303604423e+01
1.037788377178073240e+01 4.227781690628849276e+01
-4.601339300403338939e+01 1.571692350828715057e-01
3.330577217998226303e+01 -4.079375547098157284e+01
4.694931461799368577e+01 2.313127488205374149e+01
1.055518350914469750e+01 4.227788030309527301e+01
-4.601406576573167939e+01 1.177623138988346252e-01
3.375031967089103091e+01 -4.079111886239509488e+01
4.694856920996309668e+01 2.411921527536377141e+01
1.034365289190930781e+01 4.227331537134477202e+01
-4.601914419951972945e+01 3.071262052656356101e-01
4.186357957472532831e+01 -3.975193564618994913e+01
4.694529583183654609e+01 2.481790064359116244e+01
1.038941274023136607e+01 4.227728908859219814e+01
-4.600965709407694249e+01 6.366440081938296025e-02
3.337979074562421999e+01 -4.079230135777676480e+01
4.694896129911919047e+01 2.324925304472035137e+01
1.025533061176671445e+01 4.226962415317008492e+01
-4.601872030706960004e+01 3.166687550108944205e-01
3.540737675437855358e+01 -4.078011265590016876e+01
4.694617030898902499e+01 2.444726070686259334e+01
1.007895303782904683e+01 4.226573148405080360e+01

image name: img_2.jpg
1600x1200 Resolution, Exposure = 6, Z = -10.0 mm, chips = 5 
angle: 4.02066128825
sx,sy: 17.948047905, 15.974097431
MSE: 20.9787479184
-5.218346799063261443e+01 -1.196630796759267090e+00
1.254133541873513202e+01 -4.877268575927947580e+01
5.204459744068496718e+01 7.018818048756483297e-01
1.423624478411691374e-01 5.002556366387268127e+01
-5.218031893315042424e+01 -1.177513350194505204e+00
1.253532209245521400e+01 -4.877331975332393199e+01
5.204155477538193963e+01 6.965343072310239414e-01
2.262530756017056000e-01 5.002867510992453504e+01
-5.218640261401812097e+01 -1.167153280160670548e+00
1.252885149607353377e+01 -4.877276634254049981e+01
5.204163555288487686e+01 6.926569798676383005e-01
1.812984521834788421e-01 5.002767986587414129e+01
-5.218785956418996363e+01 -1.170088510162438311e+00
1.261819042493373288e+01 -4.877080410585352155e+01
5.204303333004460086e+01 7.003364305479026219e-01
2.038571786586611534e-01 5.002803699743530075e+01
-5.218486590417729332e+01 -1.165381450565758481e+00
1.271950906167181294e+01 -4.877083045410676476e+01
5.204281708067645695e+01 6.969641500988024152e-01
2.454938031860154357e-01 5.003076220530068241e+01
-5.218357791191176887e+01 -1.169928113161833316e+00
1.261729624682071105e+01 -4.877262318414259568e+01
5.204440972518717956e+01 6.993144085367074547e-01
2.867486525516873552e-01 5.003154261456937490e+01
-5.218659720089185328e+01 -1.168310080434312948e+00
1.271770903900925198e+01 -4.877068553766083880e+01
5.204543258998637612e+01 7.010292167674258001e-01
3.103788192274632429e-01 5.003454459014746902e+01
-5.219543657749345300e+01 -1.171947916797193789e+00
1.273081308321346938e+01 -4.876807629726921078e+01
5.204535848893043948e+01 7.035328894077694795e-01
